timestamp,res_rpm,res_cht,res_egt,res_oil_p,res_oil_t,res_fuel,res_vib,fault_label
2472.0000,-2.4184,0.4306,1.2056,0.0029,-0.8947,0.0045,0.0386,healthy
2472.5000,28.3407,0.7663,0.2858,0.0178,1.0899,-0.0112,-0.0249,healthy
2473.0000,20.7759,-1.6608,5.4823,0.0623,-0.1509,-0.2655,-0.0049,healthy
2473.5000,5.3172,0.5889,-1.1700,-0.0692,0.9660,0.3789,-0.0022,healthy
2474.0000,-0.3794,-2.2729,2.0379,-0.0360,-0.1168,0.1560,-0.0014,healthy
2474.5000,12.6630,0.9366,-3.3766,-0.0445,2.1712,-0.0406,-0.0125,healthy
2475.0000,16.9496,-1.3258,6.5496,-0.0303,-0.0559,-0.8223,-0.0102,healthy
2475.5000,-12.4473,0.1208,-3.5809,-0.0685,-0.6390,-0.1463,-0.0034,healthy
2476.0000,-1.1616,-0.1311,6.2229,0.1069,0.3247,-0.3267,0.0061,healthy
2476.5000,-27.3294,1.7410,-0.4075,0.0435,-0.4864,-0.1174,0.0178,healthy
2477.0000,16.8465,0.3632,-6.7037,-0.0388,-0.8834,-0.2657,0.0061,healthy
2477.5000,30.9754,-0.8987,4.0561,0.0008,1.3314,0.2400,-0.0111,healthy
2478.0000,1.2012,0.5394,0.2470,-0.0217,-1.2908,0.4646,0.0222,healthy
2478.5000,-31.8752,3.2136,-1.3603,0.0078,1.0148,-0.0221,0.0060,healthy
2479.0000,9.1334,1.1102,1.9250,-0.0384,1.5864,-0.3472,0.0056,healthy
2479.5000,-13.5613,-0.0888,1.9932,-0.0762,-0.3578,-0.1071,-0.0162,healthy
2480.0000,-9.9502,-1.2504,1.2438,-0.0286,0.2528,-0.1323,0.0236,healthy
2480.5000,9.3986,-0.9247,3.4051,0.0691,-0.8512,0.4724,0.0015,healthy
2481.0000,3.8183,1.0200,0.7576,-0.0742,1.1263,0.0127,0.0175,healthy
2481.5000,-7.3216,-1.3287,1.9492,0.0549,-1.3089,0.4352,-0.0079,healthy
2482.0000,-9.7441,0.0040,-1.5653,0.0280,0.9773,-0.4248,-0.0151,healthy
2482.5000,1.8875,2.1564,2.2967,-0.0200,-0.0137,0.0009,-0.0306,healthy
2483.0000,-6.1420,0.2256,-1.5522,0.0375,-0.8695,-0.3120,0.0020,healthy
2483.5000,-16.6386,-1.6187,-3.3736,0.0104,-0.7198,-0.0377,-0.0200,healthy
2484.0000,-4.9884,3.2668,-0.6188,-0.1069,0.4669,0.1507,-0.0200,healthy
2484.5000,5.0939,2.6437,-0.8273,-0.0202,-1.2147,-0.4518,0.0174,healthy
2485.0000,-2.6716,0.7518,2.7833,-0.0188,0.5253,-0.1639,0.0099,healthy
2485.5000,-21.2026,1.9136,-4.3596,0.0722,0.1468,-0.0573,-0.0176,healthy
2486.0000,14.8360,-0.4005,3.2809,-0.0200,-0.4197,0.0556,-0.0544,healthy
2486.5000,-41.0822,1.0867,-1.8689,-0.0105,0.4635,-0.4651,-0.0243,healthy
2487.0000,-6.6955,-0.6353,-7.3947,-0.0581,-0.8244,0.1229,0.0423,healthy
2487.5000,-9.3030,-2.0331,-3.6222,-0.0032,-0.3026,0.1334,0.0023,healthy
2488.0000,2.2227,3.8879,-0.9226,-0.0594,-0.4127,0.2984,-0.0145,healthy
2488.5000,8.4249,-2.1098,1.3327,0.0543,-1.2954,-0.4779,0.0155,healthy
2489.0000,16.9015,0.4463,-0.3999,-0.0210,-0.3606,-0.0962,-0.0141,healthy
2489.5000,-10.6861,0.4288,-3.6286,-0.0596,-1.5936,-0.0057,-0.0202,healthy
2490.0000,8.7987,0.7740,-2.3356,0.0613,-0.5841,0.0563,0.0046,healthy
2490.5000,2.9373,-0.1345,-3.5786,-0.0653,-1.7555,0.0205,0.0018,healthy
2491.0000,-25.6731,-0.1189,0.7763,0.0128,-1.0486,-0.1675,-0.0270,healthy
2491.5000,28.5081,0.2076,-0.2718,-0.0744,-0.9490,0.0295,-0.0066,healthy
2492.0000,-21.5816,0.7198,1.8413,0.0147,0.3895,0.8581,-0.0215,healthy
2492.5000,6.2925,-0.0027,-5.3106,0.0534,-0.9861,0.1701,0.0063,healthy
2493.0000,5.8494,-0.1025,-1.6019,-0.0324,-1.2773,-0.4643,-0.0032,healthy
2493.5000,4.1346,-1.9817,6.0864,-0.0590,-0.4096,0.4558,0.0207,healthy
2494.0000,-7.4187,3.0205,1.9231,-0.0574,1.8722,0.4968,-0.0246,healthy
2494.5000,12.4088,0.8035,-0.8883,-0.0028,-1.6868,0.2483,0.0060,healthy
2495.0000,-23.4055,0.3134,-2.9621,0.0964,0.6733,0.3883,-0.0126,healthy
2495.5000,-0.9874,-0.9367,3.3232,0.0534,0.3283,0.7011,0.0142,healthy
2496.0000,-8.4581,-1.5054,4.5980,0.0585,2.0657,0.0857,-0.0441,healthy
2496.5000,-10.1595,1.2900,-3.4460,-0.0535,0.2709,0.3177,0.0241,healthy
2497.0000,6.4312,-0.2398,-3.1622,0.0548,0.0219,0.4566,0.0178,healthy
2497.5000,16.1622,0.9316,0.8364,0.0494,0.0168,-0.2306,0.0033,healthy
2498.0000,-5.1488,-2.0282,1.1169,0.0153,-0.0572,0.4522,0.0318,healthy
2498.5000,11.7102,2.3203,1.4483,-0.0316,0.6814,0.0603,-0.0099,healthy
2499.0000,0.7461,1.3521,5.5301,0.0486,-0.5557,0.2903,0.0280,healthy
2499.5000,-13.3910,-0.1216,-2.9145,-0.0339,3.0166,0.2761,0.0140,healthy
2500.0000,-3.8693,0.7014,0.1196,0.0329,0.8393,-0.2021,-0.0039,healthy
2500.5000,-4.4923,1.1115,2.1636,-0.0190,-0.2107,0.4092,0.0319,healthy
2501.0000,-10.4499,-2.0055,2.1313,-0.0493,-0.2690,-0.1300,0.0070,healthy
2501.5000,6.4272,2.5167,-1.9434,-0.0203,-0.0358,0.0833,-0.0058,healthy
2502.0000,3.5197,0.7249,-1.8250,0.0984,-0.0639,0.2498,0.0167,healthy
2502.5000,-23.8597,-1.0562,-1.3777,-0.0583,0.6244,0.1718,-0.0075,healthy
2503.0000,-24.7729,-1.6449,5.1104,0.0496,0.2801,-0.1700,-0.0221,healthy
2503.5000,6.3703,1.4806,-2.9354,0.0420,1.4472,-0.3844,0.0072,healthy
2504.0000,-12.2293,0.3167,-0.9729,-0.0092,-0.9750,-0.2476,0.0060,healthy
2504.5000,4.5306,0.7239,2.3264,-0.0276,-0.0482,0.2170,0.0016,healthy
2505.0000,11.7140,0.0400,-3.2664,-0.0624,-0.9858,0.1610,-0.0007,healthy
2505.5000,-19.0643,-1.5041,0.7741,0.0644,-0.4859,-0.0592,-0.0101,healthy
2506.0000,-21.1731,0.7629,-5.6986,-0.0595,-0.5257,-0.0693,-0.0161,healthy
2506.5000,25.1165,-0.2963,0.5778,-0.1394,0.7728,-0.0930,0.0208,healthy
2507.0000,5.2736,-0.0325,0.1571,0.0154,-0.6469,-0.3272,0.0033,healthy
2507.5000,-6.2886,3.5655,0.4908,-0.0675,1.3916,0.2749,0.0018,healthy
2508.0000,-14.0091,1.3036,-2.6068,-0.0055,1.4478,-0.3318,-0.0280,healthy
2508.5000,-7.6566,1.3901,0.6832,-0.0672,0.7111,0.0372,0.0157,healthy
2509.0000,-17.8586,4.0808,-0.1171,-0.0291,-1.1450,0.3819,-0.0136,healthy
2509.5000,13.2512,0.5769,3.8974,0.0035,1.4332,-0.0108,-0.0102,healthy
2510.0000,-11.6513,0.1796,1.9135,0.0136,-0.4329,0.4750,0.0116,healthy
2510.5000,16.4030,-1.0188,-4.3469,0.0669,-0.3363,-0.3204,-0.0143,healthy
2511.0000,-6.0094,-0.6788,-2.4978,0.0001,0.5140,-0.3984,-0.0001,healthy
2511.5000,-15.6503,-3.0707,-1.8491,0.0054,-0.8608,-0.6906,0.0023,healthy
2512.0000,-6.3945,1.1856,0.5412,-0.0120,1.2452,0.2266,0.0041,healthy
2512.5000,-39.3625,-1.9004,-0.5074,0.0462,0.7957,-0.5914,0.0030,healthy
2513.0000,-1.8115,1.3541,-0.5198,-0.0566,2.9695,0.4769,0.0063,healthy
2513.5000,-2.5518,-0.0645,8.4532,-0.0219,0.2989,0.5201,0.0188,healthy
2514.0000,12.3711,0.1921,-1.5387,-0.0001,-0.1336,0.0800,0.0055,healthy
2514.5000,-28.2946,-0.0636,4.1726,-0.0453,2.0047,-0.2427,0.0306,healthy
2515.0000,17.4280,2.0791,-0.4421,0.0698,-1.8654,-0.5569,-0.0047,healthy
2515.5000,12.3090,1.8142,-6.5356,0.0159,0.2279,0.1197,0.0004,healthy
2516.0000,18.7807,-0.0433,0.5740,-0.0613,-0.1363,-0.0050,0.0454,healthy
2516.5000,-0.7908,-1.3485,3.3577,0.0204,1.2309,0.0699,-0.0143,healthy
2517.0000,15.2085,1.3858,1.9003,0.0655,3.1071,0.1607,-0.0113,healthy
2517.5000,-22.0687,-1.4619,0.7685,-0.0360,-0.6749,-0.3283,-0.0066,healthy
2518.0000,10.6957,-2.3323,0.0712,0.0681,1.1564,-0.0654,0.0329,healthy
2518.5000,-11.5674,0.7475,-1.4840,0.0128,1.3924,0.0453,0.0108,healthy
2519.0000,-24.7710,1.8277,2.6887,0.0101,1.3146,0.6838,0.0172,healthy
2519.5000,-16.8621,-0.6076,-1.3026,0.0599,0.2443,0.2353,-0.0051,healthy
2520.0000,0.0830,0.6068,-1.9210,0.0102,0.7156,0.0449,-0.0167,healthy
2520.5000,-12.3645,-0.6235,1.2319,0.0195,-0.9517,-0.3039,-0.0192,healthy
2521.0000,5.6411,1.0830,-0.9002,0.0046,1.7750,0.3838,-0.0060,healthy
2521.5000,-27.1236,1.6425,3.8426,-0.0877,-1.0791,0.5076,0.0208,healthy
2522.0000,-31.9065,-0.3943,1.4018,0.0206,-0.9705,-0.4519,-0.0029,healthy
2522.5000,20.5858,-1.5414,-2.3339,0.0126,-0.2830,-0.5541,0.0080,healthy
2523.0000,13.5570,-2.1855,-3.4342,-0.0190,-0.5701,0.0184,-0.0396,healthy
2523.5000,-15.7395,1.3885,-1.7208,-0.1275,0.4346,-0.0575,-0.0073,healthy
2524.0000,-0.0450,-1.7048,7.0139,0.0311,-0.3157,0.4255,-0.0128,healthy
2524.5000,15.2926,0.5580,-0.7127,-0.0430,-0.8691,-0.3388,0.0049,healthy
2525.0000,6.2880,1.1661,2.2748,-0.0563,-1.1206,-0.2833,0.0339,healthy
2525.5000,2.2233,-0.7520,-3.9169,-0.0611,1.1881,-0.4585,0.0202,healthy
2526.0000,16.4273,-0.2493,-3.2492,-0.0980,0.5279,-0.3005,-0.0093,healthy
2526.5000,-10.9607,1.4986,-0.5653,0.0231,-1.3011,0.0489,-0.0262,healthy
2527.0000,0.4677,-1.2123,5.1033,0.1178,0.6384,-0.4566,0.0085,healthy
2527.5000,-0.2677,-1.3646,-3.8722,-0.0290,-0.3201,0.9712,0.0031,healthy
2528.0000,-4.0914,-0.3516,-1.8892,0.0411,-1.5779,-0.7560,0.0042,healthy
2528.5000,-5.8471,1.9169,2.7051,-0.0047,-1.2406,-0.1639,-0.0106,healthy
2529.0000,1.0930,2.4161,4.7778,0.0138,1.0163,0.0692,0.0146,healthy
2529.5000,0.5161,-0.1482,1.3122,-0.0033,1.3508,0.3843,-0.0046,healthy
2530.0000,-15.7264,-1.0682,2.0276,0.0391,0.7037,-0.3051,-0.0254,healthy
2530.5000,12.0269,1.5962,-2.6908,-0.0604,-0.7327,-0.5539,0.0267,healthy
2531.0000,-14.6458,-2.5039,-3.9688,0.0050,0.5146,-0.3084,0.0060,healthy
2531.5000,-3.2735,0.3714,-3.4375,0.0567,0.4920,0.5500,0.0242,healthy
2532.0000,-4.4292,-0.0659,-2.6201,0.0351,-2.5004,-0.6129,0.0164,healthy
2532.5000,5.3716,1.9407,0.6768,0.0163,0.5829,0.3132,0.0156,healthy
2533.0000,-31.7866,2.0925,-3.6589,0.0049,0.1927,0.0855,0.0457,healthy
2533.5000,13.3636,-1.4138,0.7512,-0.0180,2.3449,0.1199,0.0158,healthy
2534.0000,-10.1549,0.2515,-0.9456,-0.0176,1.9889,0.3598,-0.0261,healthy
2534.5000,18.2994,-0.8559,-1.6876,-0.0777,-0.0785,-0.2240,-0.0199,healthy
2535.0000,-7.1725,-0.4400,2.6551,0.0252,0.4453,0.2933,-0.0057,healthy
2535.5000,-0.7327,0.9261,-2.8771,0.0682,0.1241,0.0473,-0.0290,healthy
2536.0000,28.7068,-0.5023,4.3071,0.0147,-0.4672,-0.3946,-0.0245,healthy
2536.5000,-4.1601,0.2909,2.4925,0.0008,-1.3632,-0.0281,0.0261,healthy
2537.0000,18.5827,1.4359,-2.9703,0.0300,-0.6686,-0.0131,0.0168,healthy
2537.5000,0.5857,2.2727,3.6067,-0.1059,-0.4545,-0.7353,0.0163,healthy
2538.0000,6.2313,0.4330,-3.3247,-0.0254,1.1948,-0.2943,-0.0131,healthy
2538.5000,1.0494,0.1766,3.8792,-0.0037,0.2130,0.1460,-0.0179,healthy
2539.0000,12.7178,-1.6609,0.9988,-0.0853,-0.5651,0.0438,-0.0058,healthy
2539.5000,-10.2830,2.3787,-4.7374,0.0080,-0.7364,0.3153,0.0199,healthy
2540.0000,-14.7607,0.7436,-3.8861,-0.0925,0.4406,0.3859,-0.0034,healthy
2540.5000,-9.5786,0.2043,-1.2149,0.0346,-0.3134,-0.2679,0.0153,healthy
2541.0000,1.4957,0.1276,2.6034,0.0113,-1.0532,-0.2214,0.0330,healthy
2541.5000,-3.3123,0.5410,-0.5121,-0.0095,-0.9297,-0.4725,-0.0063,healthy
2542.0000,10.6541,1.1577,-0.5869,0.0381,1.7630,0.1530,-0.0228,healthy
2542.5000,19.5710,1.3433,0.1205,0.0074,-0.1268,-0.1641,0.0364,healthy
2543.0000,-14.6376,2.4162,-5.9853,0.0238,1.1012,0.3500,0.0103,healthy
2543.5000,-11.0092,0.3640,2.4727,0.0142,-1.7652,0.3111,-0.0182,healthy
2544.0000,-21.5436,2.6313,4.0190,-0.0430,1.1827,0.1475,-0.0153,healthy
2544.5000,30.4556,1.5866,2.3681,0.0784,0.7784,-0.1322,0.0211,healthy
2545.0000,4.5700,-0.0902,-1.2705,0.0623,0.8912,0.3277,-0.0040,healthy
2545.5000,7.1970,-2.5011,-2.6551,0.0214,-1.5983,-0.0007,-0.0212,healthy
2546.0000,-20.1031,0.1283,-3.2458,0.0075,0.0320,0.0720,-0.0232,healthy
2546.5000,-0.0175,2.3377,-3.3994,0.0375,-0.8183,-0.5805,0.0147,healthy
2547.0000,7.6387,-1.1629,6.7937,0.0630,-1.1709,0.1137,0.0115,healthy
2547.5000,-3.7914,0.1237,-0.2365,0.0952,-1.8804,0.0129,0.0332,healthy
2548.0000,16.1356,0.2478,2.7141,-0.0271,-1.0768,-0.0347,-0.0505,healthy
2548.5000,34.6775,1.4132,2.5489,0.0523,-1.1500,-0.1761,0.0021,healthy
2549.0000,-14.2059,-0.5817,0.4278,-0.0044,0.7857,-0.4634,-0.0166,healthy
2549.5000,-15.3313,-1.3041,-2.7950,-0.0805,-0.6069,-0.0180,-0.0288,healthy
2550.0000,-13.1663,0.8550,1.5561,0.0419,-0.1553,-0.6504,-0.0032,healthy
2550.5000,24.0930,-1.1151,-3.2476,0.0734,1.2012,-0.0702,0.0074,healthy
2551.0000,15.6353,-2.7533,1.8069,0.0487,0.0714,-0.1704,0.0207,healthy
2551.5000,-2.0329,2.7606,-3.1106,-0.0085,-0.7160,0.3929,0.0355,healthy
2552.0000,0.5484,1.3905,-1.3085,0.0194,0.2041,0.5608,-0.0203,healthy
2552.5000,-12.2482,2.8251,-1.3135,0.0349,-0.7837,-0.4573,0.0051,healthy
2553.0000,13.3504,1.3110,4.1969,0.0286,-1.7558,0.2345,-0.0101,healthy
2553.5000,-5.6985,1.0205,-7.3023,0.0615,0.3738,-0.2009,-0.0261,healthy
2554.0000,-3.9011,0.5543,6.9924,0.0471,0.6477,-0.1437,0.0238,healthy
2554.5000,9.1318,-0.2790,-2.4177,-0.0289,-0.1940,-0.1490,0.0204,healthy
2555.0000,-2.8199,0.7682,-0.3701,0.0013,-0.1306,0.3887,0.0072,healthy
2555.5000,-3.5245,-0.8298,1.2399,-0.0252,-0.4235,-0.0357,0.0105,healthy
2556.0000,0.1586,-1.6038,0.9828,0.0081,1.5471,0.1255,-0.0076,healthy
2556.5000,11.9303,-0.4983,2.5309,-0.0934,0.2999,-0.5025,0.0070,healthy
2557.0000,24.6974,1.9372,1.8311,0.0964,-0.1276,-0.3449,0.0035,healthy
2557.5000,8.7823,-1.8486,6.1110,-0.0390,0.9687,-0.1675,-0.0047,healthy
2558.0000,12.0497,-1.8248,2.1948,-0.0257,1.0586,-0.0007,0.0152,healthy
2558.5000,-2.9978,0.8870,-0.3521,0.0041,0.4438,0.2005,-0.0118,healthy
2559.0000,-10.6170,-0.6226,-1.6590,-0.0689,0.9669,-0.1767,0.0209,healthy
2559.5000,9.8098,0.7282,-1.7366,-0.0168,0.5562,0.4194,0.0256,healthy
2560.0000,2.5686,1.4848,3.8797,0.0084,0.0494,-0.0834,0.0118,healthy
2560.5000,-21.3394,0.6923,5.2656,0.0824,0.9932,-0.2083,0.0030,healthy
2561.0000,-4.9210,-0.9484,3.0123,0.0071,-0.9344,0.2575,-0.0045,healthy
2561.5000,-1.2435,1.9244,-9.4933,-0.0203,-0.9547,0.2115,-0.0081,healthy
2562.0000,-7.6569,1.1132,-6.7415,-0.0563,0.4960,-0.5402,0.0071,healthy
2562.5000,22.2260,0.0402,-0.0227,0.1069,-0.6785,0.4747,-0.0177,healthy
2563.0000,7.1976,-0.0324,-0.5001,0.0038,0.8217,-0.1646,-0.0194,healthy
2563.5000,20.5976,0.5610,0.0597,0.0041,0.2507,-0.0666,-0.0186,healthy
2564.0000,3.9514,-0.4680,3.7552,-0.0686,2.0704,-0.2656,-0.0078,healthy
2564.5000,1.2208,-2.4468,3.6057,0.0262,-0.9880,-0.1310,-0.0180,healthy
2565.0000,-14.0490,1.1252,0.5247,-0.0294,0.9319,-0.5171,-0.0235,healthy
2565.5000,0.1789,1.0361,-4.5716,0.0736,-0.4952,0.0861,-0.0145,healthy
2566.0000,0.1958,-3.4516,-3.6876,0.0232,0.2930,-0.1933,-0.0020,healthy
2566.5000,-20.5067,0.7660,0.2023,0.0063,0.7283,-0.0968,-0.0059,healthy
2567.0000,-8.0929,2.6347,1.2505,-0.0661,0.3959,0.2920,0.0046,healthy
2567.5000,-4.8492,-1.6915,-3.6519,-0.0049,0.5070,0.1322,0.0201,healthy
2568.0000,6.2022,-0.1099,1.9816,-0.0107,0.4213,-0.0059,0.0055,healthy
2568.5000,6.9203,-0.2730,-5.2571,0.0061,-0.2391,0.5855,-0.0220,healthy
2569.0000,-8.7198,2.4906,-7.9895,-0.0985,0.8577,-0.3561,0.0204,healthy
2569.5000,7.0330,1.6814,-2.6254,-0.0455,0.9108,0.0150,-0.0022,healthy
2570.0000,-2.7312,-1.3176,4.1192,-0.0248,-0.3321,0.3761,0.0050,healthy
2570.5000,-43.0443,0.5132,4.5669,0.0250,-0.7816,0.4524,0.0075,healthy
2571.0000,-7.2705,3.4540,-4.7848,-0.0965,0.2761,-0.4491,0.0045,healthy
2571.5000,16.1848,-0.9371,-4.5555,0.0691,0.2120,-0.2253,0.0360,healthy
2572.0000,-25.2271,-0.0167,2.2828,0.0621,-1.6019,0.3365,-0.0027,healthy
2572.5000,1.6904,0.7703,-1.3221,-0.0497,0.2307,-0.1449,0.0197,healthy
2573.0000,23.7789,-0.9151,4.0991,0.1235,-0.8011,0.0125,0.0005,healthy
2573.5000,-11.4092,2.6448,2.2340,0.0119,-1.9157,-0.1502,0.0019,healthy
2574.0000,0.0322,-0.7090,2.7492,-0.0054,0.3940,-0.0083,-0.0062,healthy
2574.5000,-19.5602,-2.0836,-2.4656,0.0297,-1.2079,-1.0423,-0.0301,healthy
2575.0000,24.4085,-0.7875,1.3314,0.0209,1.2901,-0.1191,0.0120,healthy
2575.5000,-1.2500,0.9795,6.0492,0.0059,0.7855,-0.0218,0.0143,healthy
2576.0000,0.6994,-1.1973,0.4267,-0.0542,0.2471,-0.1379,-0.0553,healthy
2576.5000,20.3145,0.4533,-0.1350,-0.0219,1.3919,0.0322,-0.0008,healthy
2577.0000,9.9222,0.8438,-1.3071,0.0179,0.9648,-0.3993,0.0021,healthy
2577.5000,-13.1344,-1.8134,-4.8058,0.0417,-0.8929,0.0810,-0.0003,healthy
2578.0000,-9.7092,-0.8456,-3.2968,0.0720,1.0132,0.4946,0.0089,healthy
2578.5000,7.4240,0.5235,-2.6755,-0.0229,-0.6841,0.3875,-0.0079,healthy
2579.0000,-9.3618,1.0536,-4.9329,0.0040,0.9196,0.2111,0.0037,healthy
2579.5000,-31.7586,-0.8082,-4.6304,-0.0330,-0.4196,0.0785,0.0349,healthy
2580.0000,-0.7986,0.2277,-7.3446,0.0547,-1.2609,-0.2138,-0.0332,healthy
2580.5000,-22.2032,-0.4259,-2.3475,-0.0156,0.4267,-0.1487,0.0104,healthy
2581.0000,24.2442,1.0918,2.0257,-0.0294,-0.4817,0.2592,-0.0066,healthy
2581.5000,2.6518,0.7791,-0.9496,0.0031,1.0803,-0.0435,-0.0101,healthy
2582.0000,-13.5776,-0.5602,-0.9360,-0.0837,1.3065,0.6340,0.0262,healthy
2582.5000,-10.4795,0.7177,2.3003,0.0271,-1.7276,-0.5243,0.0014,healthy
2583.0000,-28.3410,-0.6189,5.0669,-0.0155,-0.0005,-0.0628,-0.0038,healthy
2583.5000,-16.4919,0.6860,6.8200,0.1384,0.6504,-0.1684,0.0027,healthy
2584.0000,15.2448,0.7069,0.4335,-0.0309,0.1252,0.2326,-0.0222,healthy
2584.5000,33.4768,3.5566,-0.8454,-0.0134,0.1460,0.2967,0.0252,healthy
2585.0000,10.8959,-0.5044,-1.2392,0.0509,0.2700,-0.3862,0.0109,healthy
2585.5000,-1.3806,-0.2119,1.7736,0.0391,-1.6017,-0.4025,-0.0130,healthy
2586.0000,-6.4794,-0.9708,-0.4689,0.0518,1.5978,-0.2321,-0.0096,healthy
2586.5000,-14.3474,-1.5492,-0.4582,-0.0140,0.6611,0.1647,0.0012,healthy
2587.0000,30.8965,-0.6847,-0.2594,-0.0573,-0.6502,0.1310,0.0177,healthy
2587.5000,-2.8312,0.9977,-2.8264,0.1334,-0.7490,-0.4894,-0.0180,healthy
2588.0000,31.7344,1.1062,-6.9966,0.0258,0.8665,0.0881,-0.0164,healthy
2588.5000,20.9028,0.4435,-2.0077,0.0113,0.2623,0.0475,0.0112,healthy
2589.0000,-26.1119,-0.4436,4.3724,0.0403,0.3640,-0.0176,-0.0112,healthy
2589.5000,-9.9893,-0.7401,4.2314,-0.0652,0.5543,0.1766,-0.0070,healthy
2590.0000,-10.0357,-1.3752,2.8193,-0.0228,0.2277,0.0682,0.0065,healthy
2590.5000,-1.1977,-0.8353,-1.4812,-0.0521,-1.8801,0.0243,-0.0316,healthy
2591.0000,-0.9047,-1.9427,-2.3715,0.0083,-0.4095,0.3499,0.0169,healthy
2591.5000,44.9436,2.0368,4.8738,-0.0689,0.5589,0.4586,-0.0134,healthy
2592.0000,-16.1584,2.7557,-3.2494,0.0337,0.6446,-0.1230,0.0388,healthy
2592.5000,3.4345,-2.9038,0.1182,0.0592,-0.4740,-0.0191,0.0372,healthy
2593.0000,9.2476,0.4339,5.0685,0.0573,-0.0357,0.2016,0.0281,healthy
2593.5000,-0.0236,0.4090,0.3718,0.0220,1.1633,-0.0566,-0.0154,healthy
2594.0000,1.6527,0.3132,-0.8804,0.0096,1.4058,0.2089,-0.0210,healthy
2594.5000,-15.6721,-0.8891,3.4795,-0.0209,0.3309,0.0388,-0.0048,healthy
2595.0000,1.5973,1.5338,0.2160,0.0224,0.8887,0.2329,0.0169,healthy
2595.5000,7.6710,0.6157,0.5885,-0.0055,0.3555,0.2013,0.0164,healthy
2596.0000,4.9140,1.5512,4.5441,-0.0935,0.7058,-0.0252,-0.0035,healthy
2596.5000,8.5530,-1.1063,-7.6348,-0.0308,-0.0098,0.2690,-0.0487,healthy
2597.0000,21.1891,-2.0748,1.0765,0.0396,-0.6021,0.2136,0.0030,healthy
2597.5000,14.0545,0.6524,-2.2990,-0.0563,1.8501,0.6956,-0.0310,healthy
2598.0000,1.0694,-1.4444,-0.6217,-0.0573,1.7997,-0.5509,0.0054,healthy
2598.5000,-17.5764,1.5819,0.3389,-0.0100,0.0279,0.1998,-0.0003,healthy
2599.0000,-9.0001,-3.1899,-2.0264,-0.1084,0.3963,0.3129,-0.0205,healthy
2599.5000,-3.2945,-0.7028,0.6856,0.0365,0.1716,0.6682,0.0356,healthy
2600.0000,3.7852,-0.9239,1.1561,0.0321,0.0533,-0.1545,0.0017,healthy
2600.5000,-7.1750,-0.4986,0.6104,0.0474,0.0965,0.0333,0.0141,healthy
2601.0000,-14.0360,0.3916,0.3342,0.0111,1.1739,-0.1382,0.0212,healthy
2601.5000,-17.8230,0.5944,-0.3528,-0.0426,-1.0680,0.5332,-0.0152,healthy
2602.0000,-24.7677,0.9596,-0.2938,-0.0615,-0.6101,-0.2309,0.0053,healthy
2602.5000,-3.5243,1.1325,0.2382,0.0275,0.9343,-0.1470,-0.0287,healthy
2603.0000,-22.0450,-0.2573,-2.8272,0.0358,0.1869,-0.4365,-0.0023,healthy
2603.5000,-15.0079,3.1631,3.8104,-0.0558,1.2961,-0.8385,-0.0144,healthy
2604.0000,-5.9085,2.0806,-0.2733,-0.0625,0.1108,0.0020,-0.0019,healthy
2604.5000,-20.0388,-0.4680,-1.2101,-0.0010,0.3959,-0.0307,-0.0030,healthy
2605.0000,5.6963,-0.2053,1.1875,0.0068,-0.1655,-0.0692,-0.0158,healthy
2605.5000,11.1033,-0.4996,-0.3441,0.0467,1.3930,0.1831,0.0185,healthy
2606.0000,-8.2414,0.5449,3.7279,0.0331,0.9114,0.2307,0.0101,healthy
2606.5000,-6.5554,-1.4579,2.6840,-0.0040,-1.0872,-0.2060,-0.0023,healthy
2607.0000,8.0614,-1.1843,0.2788,0.0518,0.6635,0.0188,0.0511,healthy
2607.5000,-10.7099,-3.2510,2.8167,-0.0175,1.0773,-0.0350,-0.0226,healthy
2608.0000,-11.7410,-0.5980,0.7058,-0.0154,0.0075,0.0010,-0.0251,healthy
2608.5000,17.9475,1.5971,-3.4623,0.0424,0.7388,0.4483,0.0293,healthy
2609.0000,13.2628,-0.2282,2.6696,0.0479,1.3440,0.1238,0.0182,healthy
2609.5000,9.0233,-0.1442,-5.7013,0.0492,-0.0556,0.3108,0.0229,healthy
2610.0000,13.8847,0.4172,-10.5506,-0.0090,0.3869,-0.0618,0.0290,healthy
2610.5000,-29.6592,-1.5034,2.0940,0.0036,-0.4339,-0.3411,0.0279,healthy
2611.0000,20.3075,0.0379,1.3307,-0.0433,0.5812,0.3216,-0.0162,healthy
2611.5000,5.8809,1.3355,1.1303,0.0450,-0.8964,0.2192,-0.0027,healthy
2612.0000,15.1617,0.4598,4.1687,-0.0296,0.7144,-0.1425,0.0143,healthy
2612.5000,5.8074,1.4672,-0.0741,-0.0998,1.5858,-0.0545,-0.0265,healthy
2613.0000,0.7339,1.8962,-1.1348,-0.0221,-0.8322,0.1641,-0.0139,healthy
2613.5000,-4.1296,0.9939,2.3899,-0.0428,1.3889,0.1086,0.0359,healthy
2614.0000,5.5072,-1.0701,-2.1414,-0.1353,0.0366,-0.0379,-0.0232,healthy
2614.5000,-4.6762,-0.5162,-0.7143,-0.0287,-0.5704,-0.3283,0.0102,healthy
2615.0000,13.0181,2.8972,0.7577,0.0391,-0.1365,0.5731,0.0013,healthy
2615.5000,-23.7968,0.4713,0.9976,0.0207,0.1068,-0.0024,0.0093,healthy
