timestamp,res_rpm,res_cht,res_egt,res_oil_p,res_oil_t,res_fuel,res_vib,composite_score,composite_ewma,health_index,health_status,severity_level,rul_est,rul_lower,rul_upper,rul_status,health_slope,res_cht_ewma,res_egt_ewma,res_vib_std_w,fault_label
1061.0000,-12.1369,-2.0293,1.5234,-0.0807,1.8986,-0.1755,-0.0221,0.0898,0.0842,95.6103,healthy,NORMAL,,,,not_estimable,-4.3297,-0.4737,0.7388,0.0214,healthy
1061.5000,1.0151,-2.5658,2.0850,0.0584,0.0855,0.2771,0.0155,0.0793,0.0836,96.1111,healthy,NORMAL,,,,not_estimable,-4.9169,-0.7352,0.9071,0.0191,healthy
1062.0000,-0.4203,2.8960,1.9600,-0.1711,0.4434,0.0579,0.0257,0.1301,0.0894,93.7017,healthy,NORMAL,,,,not_estimable,-4.0862,-0.2813,1.0387,0.0212,healthy
1062.5000,2.8977,0.6945,0.2365,0.0307,-0.1467,-0.0455,-0.0097,0.0283,0.0818,98.5935,healthy,NORMAL,,,,not_estimable,-8.9052,-0.1593,0.9384,0.0210,healthy
1063.0000,33.0979,0.0295,3.1483,-0.0428,-0.0642,0.2765,-0.0124,0.0875,0.0825,95.7184,healthy,NORMAL,,,,not_estimable,-5.4105,-0.1357,1.2147,0.0212,healthy
1063.5000,-7.8566,3.2929,-5.6109,0.0230,-0.2118,-0.0669,-0.0125,0.0955,0.0841,95.3370,healthy,NORMAL,,,,not_estimable,-5.6865,0.2929,0.3615,0.0211,healthy
1064.0000,6.3343,1.5331,0.8309,0.0123,-0.3498,-0.1637,-0.0225,0.0499,0.0798,97.5375,healthy,NORMAL,,,,not_estimable,-10.1709,0.4479,0.4202,0.0214,healthy
1064.5000,16.0269,2.6539,1.2847,0.0067,0.5550,0.2254,-0.0119,0.0760,0.0794,96.2698,healthy,NORMAL,,,,not_estimable,-8.2926,0.7236,0.5282,0.0205,healthy
1065.0000,1.4700,-1.7699,3.0559,0.0293,0.6170,0.5745,-0.0186,0.0866,0.0803,95.7609,healthy,NORMAL,,,,not_estimable,-8.2772,0.4119,0.8442,0.0176,healthy
1065.5000,35.0677,-1.8261,-3.4670,-0.0248,-0.2439,-0.6832,-0.0186,0.1216,0.0854,94.1015,healthy,NORMAL,,,,not_estimable,-5.7669,0.1322,0.3053,0.0162,healthy
1066.0000,-5.6706,0.9256,-3.2463,-0.0299,-0.5742,-0.2355,-0.0067,0.0529,0.0814,97.3875,healthy,NORMAL,,,,not_estimable,-8.0225,0.2314,-0.1387,0.0155,healthy
1066.5000,4.8613,0.6217,-3.0566,0.0465,-0.4772,-0.0922,0.0019,0.0472,0.0771,97.6662,healthy,NORMAL,,,,not_estimable,-5.2605,0.2802,-0.5034,0.0138,healthy
1067.0000,-11.9821,1.8745,1.5670,0.0003,0.6517,-0.1692,0.0149,0.0587,0.0748,97.1085,healthy,NORMAL,,,,not_estimable,-1.8833,0.4794,-0.2446,0.0110,healthy
1067.5000,-5.2729,-2.4462,1.6098,-0.0285,-0.8024,0.0181,-0.0013,0.0630,0.0733,96.8995,healthy,NORMAL,,,,not_estimable,2.8732,0.1137,-0.0128,0.0113,healthy
1068.0000,3.7340,1.0554,-2.8494,-0.0089,-1.0167,-0.0065,-0.0004,0.0433,0.0696,97.8604,healthy,NORMAL,,,,not_estimable,6.6446,0.2315,-0.3674,0.0115,healthy
1068.5000,12.6946,1.4839,5.7428,-0.0132,0.2823,-0.3665,-0.0056,0.0820,0.0711,95.9812,healthy,NORMAL,,,,not_estimable,13.1150,0.3880,0.3964,0.0114,healthy
1069.0000,4.7864,1.4043,0.8591,-0.0173,-0.0669,0.1716,-0.0181,0.0452,0.0679,97.7642,healthy,NORMAL,,,,not_estimable,13.1797,0.5150,0.4542,0.0108,healthy
1069.5000,18.8867,-0.6100,0.3726,0.0222,-0.1390,-0.0365,-0.0026,0.0448,0.0650,97.7830,healthy,NORMAL,,,,not_estimable,15.2132,0.3744,0.4440,0.0107,healthy
1070.0000,-1.4245,0.7779,-0.6229,-0.0435,0.8333,0.3751,0.0101,0.0573,0.0640,97.1773,healthy,NORMAL,,,,not_estimable,16.0045,0.4248,0.3107,0.0106,healthy
1070.5000,-4.9825,-1.1635,2.7915,0.0760,-0.0517,0.3203,0.0093,0.0719,0.0650,96.4709,healthy,NORMAL,,,,not_estimable,17.0332,0.2263,0.6208,0.0096,healthy
1071.0000,40.5598,-0.4394,1.1685,0.0112,-0.6547,-0.0638,-0.0137,0.0898,0.0681,95.6114,healthy,NORMAL,,,,not_estimable,10.7590,0.1431,0.6892,0.0104,healthy
1071.5000,5.9136,-1.5644,5.6696,-0.0918,0.1708,0.1592,-0.0026,0.0896,0.0708,95.6204,healthy,NORMAL,,,,not_estimable,7.3983,-0.0703,1.3118,0.0103,healthy
1072.0000,-10.7922,-1.1380,-3.6417,0.0138,-0.6522,-0.6886,0.0157,0.0943,0.0737,95.3923,healthy,NORMAL,,,,not_estimable,5.0017,-0.2038,0.6926,0.0105,healthy
1072.5000,-10.4140,-0.3614,-4.6367,-0.0465,0.8852,-0.6384,0.0064,0.0943,0.0763,95.3925,healthy,NORMAL,,,,not_estimable,-2.2625,-0.2235,0.0264,0.0107,healthy
1073.0000,-14.1402,-0.7364,-2.2202,-0.0014,0.0225,0.3275,-0.0143,0.0567,0.0739,97.2052,healthy,NORMAL,,,,not_estimable,-0.5628,-0.2876,-0.2544,0.0116,healthy
1073.5000,14.0485,-1.1382,1.6601,-0.0076,-1.0287,-0.0413,-0.0260,0.0559,0.0716,97.2435,healthy,NORMAL,,,,not_estimable,-0.6256,-0.3939,-0.0151,0.0140,healthy
1074.0000,-5.4657,-1.9494,-1.2843,0.0339,0.1556,0.3808,-0.0502,0.0869,0.0735,95.7497,healthy,NORMAL,,,,not_estimable,-1.6136,-0.5884,-0.1737,0.0200,healthy
1074.5000,1.9104,2.9416,3.8131,0.0333,-0.7951,0.3292,0.0264,0.0929,0.0759,95.4618,healthy,NORMAL,,,,not_estimable,-1.3370,-0.1471,0.3246,0.0226,healthy
1075.0000,-0.9526,-0.7508,-1.1807,0.0111,1.0275,-0.4605,0.0459,0.0785,0.0763,96.1504,healthy,NORMAL,,,,not_estimable,-3.6333,-0.2226,0.1365,0.0274,healthy
1075.5000,10.9724,0.4949,3.2457,0.0955,-0.0988,0.1959,0.0148,0.0772,0.0764,96.2135,healthy,NORMAL,,,,not_estimable,-5.5678,-0.1329,0.5251,0.0277,healthy
1076.0000,-12.7012,-2.6385,-2.4923,-0.0362,0.6296,-0.2353,-0.0172,0.0808,0.0769,96.0423,healthy,NORMAL,,,,not_estimable,-10.6083,-0.4461,0.1479,0.0279,healthy
1076.5000,-16.1336,2.0365,3.5492,0.0683,-0.6182,-0.0912,-0.0063,0.0810,0.0774,96.0324,healthy,NORMAL,,,,not_estimable,-10.0974,-0.1358,0.5731,0.0280,healthy
1077.0000,3.3645,0.2507,4.1075,0.0697,-0.1934,-0.3827,-0.0127,0.0749,0.0771,96.3255,healthy,NORMAL,,,,not_estimable,-8.8328,-0.0875,1.0149,0.0276,healthy
1077.5000,9.0144,-0.6658,-1.6944,0.0169,0.4146,0.2982,-0.0064,0.0469,0.0733,97.6812,healthy,NORMAL,,,,not_estimable,-7.8274,-0.1598,0.6762,0.0274,healthy
1078.0000,4.9880,-0.6527,1.4687,0.0229,-0.1573,0.1465,0.0063,0.0325,0.0682,98.3864,healthy,NORMAL,,,,not_estimable,-4.7527,-0.2214,0.7753,0.0273,healthy
1078.5000,-12.1418,1.3041,0.8031,0.0475,-0.8918,-0.1807,0.0091,0.0575,0.0669,97.1642,healthy,NORMAL,,,,not_estimable,1.2104,-0.0307,0.7788,0.0262,healthy
1079.0000,10.1623,-4.4296,1.5501,-0.0158,0.7179,-0.2337,-0.0191,0.1093,0.0722,94.6807,healthy,NORMAL,,,,not_estimable,1.4228,-0.5806,0.8752,0.0208,healthy
1079.5000,-11.1579,-1.2363,3.8533,-0.0253,0.2825,0.2320,0.0065,0.0610,0.0708,96.9966,healthy,NORMAL,,,,not_estimable,0.5426,-0.6625,1.2474,0.0193,healthy
1080.0000,-7.8231,-0.1786,2.9196,-0.0227,-1.0751,-0.2363,-0.0536,0.0776,0.0716,96.1955,healthy,NORMAL,,,,not_estimable,4.2247,-0.6020,1.4565,0.0198,healthy
1080.5000,-14.1593,-0.1959,1.5423,0.0146,-0.3627,-0.1826,0.0290,0.0522,0.0692,97.4253,healthy,NORMAL,,,,not_estimable,5.5277,-0.5513,1.4672,0.0220,healthy
1081.0000,19.5174,3.7580,1.9892,-0.0235,-0.8199,-0.2200,-0.0275,0.1057,0.0738,94.8526,healthy,NORMAL,,,,not_estimable,7.7777,-0.0126,1.5324,0.0228,healthy
1081.5000,9.5013,-0.5064,-3.8078,-0.0361,-0.4858,-0.2230,0.0012,0.0559,0.0715,97.2431,healthy,NORMAL,,,,not_estimable,3.8165,-0.0743,0.8649,0.0230,healthy
1082.0000,9.0749,1.4853,-0.1228,-0.0518,-0.4517,0.2037,0.0101,0.0570,0.0697,97.1886,healthy,NORMAL,,,,not_estimable,4.1073,0.1206,0.7415,0.0234,healthy
1082.5000,18.7082,2.7175,-3.3045,-0.0492,-0.2374,0.0681,0.0043,0.0856,0.0717,95.8116,healthy,NORMAL,,,,not_estimable,3.5796,0.4452,0.2357,0.0236,healthy
1083.0000,42.1897,1.0059,-0.0545,-0.0320,-1.4191,-0.1689,0.0103,0.1010,0.0754,95.0759,healthy,NORMAL,,,,not_estimable,0.3675,0.5153,0.1994,0.0238,healthy
1083.5000,-25.6384,-1.0107,3.3504,-0.0308,-0.4158,-0.3160,0.0261,0.0838,0.0764,95.8989,healthy,NORMAL,,,,not_estimable,-0.7466,0.3246,0.5933,0.0253,healthy
1084.0000,-11.0756,-1.9267,-0.0212,0.0054,0.9634,-0.0055,-0.0123,0.0549,0.0737,97.2937,healthy,NORMAL,,,,not_estimable,0.0068,0.0432,0.5165,0.0249,healthy
1084.5000,-9.2426,1.1181,-7.5168,-0.0388,1.7241,-0.0808,0.0045,0.0912,0.0759,95.5424,healthy,NORMAL,,,,not_estimable,0.5637,0.1775,-0.4877,0.0248,healthy
1085.0000,-12.7623,2.4675,-3.1404,0.0246,-1.1405,0.2333,-0.0127,0.0799,0.0764,96.0834,healthy,NORMAL,,,,not_estimable,-2.7057,0.4638,-0.8193,0.0174,healthy
1085.5000,-16.1637,0.8189,1.7433,0.0984,1.0786,-0.2179,0.0227,0.0855,0.0775,95.8165,healthy,NORMAL,,,,not_estimable,-3.7576,0.5082,-0.4989,0.0165,healthy
1086.0000,-4.4948,1.8502,-1.6173,0.0625,2.2359,0.1289,-0.0030,0.0775,0.0775,96.1970,healthy,NORMAL,,,,not_estimable,-5.1355,0.6759,-0.6387,0.0129,healthy
1086.5000,-18.2491,3.8879,2.3515,-0.0531,-0.1962,-0.0768,-0.0026,0.1037,0.0808,94.9464,healthy,NORMAL,,,,not_estimable,-6.1137,1.0774,-0.2650,0.0131,healthy
1087.0000,5.0256,1.2561,-3.6216,-0.0150,0.5108,0.0865,-0.0045,0.0495,0.0769,97.5540,healthy,NORMAL,,,,not_estimable,-9.2826,1.0998,-0.6845,0.0133,healthy
1087.5000,0.7755,-1.6509,1.1452,-0.0635,1.0148,0.4872,0.0067,0.0809,0.0774,96.0362,healthy,NORMAL,,,,not_estimable,-7.2298,0.7559,-0.4558,0.0133,healthy
1088.0000,7.2154,0.0766,1.2958,0.0098,-0.4358,-0.0788,-0.0019,0.0244,0.0708,98.7871,healthy,NORMAL,,,,not_estimable,-5.4320,0.6710,-0.2369,0.0132,healthy
1088.5000,7.6159,2.0553,2.3697,0.0127,0.9506,0.6520,-0.0019,0.0932,0.0736,95.4487,healthy,NORMAL,,,,not_estimable,2.7145,0.8440,0.0890,0.0102,healthy
1089.0000,9.0451,-0.3732,-1.9656,0.0087,-0.1911,-0.0646,-0.0079,0.0311,0.0683,98.4549,healthy,NORMAL,,,,not_estimable,2.7501,0.6919,-0.1679,0.0097,healthy
1089.5000,-5.6011,2.2586,2.3394,-0.0525,0.9578,-0.3127,-0.0053,0.0771,0.0694,96.2184,healthy,NORMAL,,,,not_estimable,3.5431,0.8877,0.1455,0.0097,healthy
1090.0000,31.8172,-0.1004,4.5197,-0.0325,1.5168,0.4700,0.0018,0.1031,0.0736,94.9779,healthy,NORMAL,,,,not_estimable,4.2092,0.7642,0.6923,0.0088,healthy
1090.5000,3.5165,0.5015,-6.8181,0.0478,1.2585,0.5443,0.0201,0.1017,0.0771,95.0444,healthy,NORMAL,,,,not_estimable,1.3711,0.7314,-0.2465,0.0081,healthy
1091.0000,-27.9373,-0.5261,0.1551,0.0198,-0.3137,-0.2810,0.0070,0.0697,0.0762,96.5767,healthy,NORMAL,,,,not_estimable,1.1969,0.5742,-0.1963,0.0083,healthy
1091.5000,-15.0356,0.2393,-5.4190,-0.0434,0.5986,-0.2368,-0.0097,0.0741,0.0759,96.3606,healthy,NORMAL,,,,not_estimable,-0.7955,0.5323,-0.8491,0.0089,healthy
1092.0000,-26.1075,0.3187,-2.5806,-0.0642,-0.4685,0.2455,-0.0080,0.0790,0.0763,96.1262,healthy,NORMAL,,,,not_estimable,1.0600,0.5056,-1.0656,0.0092,healthy
1092.5000,0.2600,-2.4128,-2.3357,-0.0036,-1.1397,0.1717,0.0317,0.0749,0.0761,96.3262,healthy,NORMAL,,,,not_estimable,2.5695,0.1408,-1.2243,0.0135,healthy
1093.0000,-1.8271,-0.6624,-0.1994,-0.0061,-0.2211,-0.2429,-0.0307,0.0465,0.0724,97.7000,healthy,NORMAL,,,,not_estimable,2.0046,0.0404,-1.0962,0.0172,healthy
1093.5000,-7.0264,-1.8498,1.1326,-0.0643,0.8179,-0.2685,-0.0271,0.0759,0.0729,96.2753,healthy,NORMAL,,,,not_estimable,2.3080,-0.1959,-0.8176,0.0192,healthy
1094.0000,30.1639,-0.6107,2.7150,-0.0154,-0.2720,0.0855,-0.0152,0.0736,0.0730,96.3855,healthy,NORMAL,,,,not_estimable,1.2549,-0.2477,-0.3760,0.0195,healthy
1094.5000,8.2347,-1.1927,0.7921,-0.0242,1.4558,-0.0408,0.0127,0.0496,0.0700,97.5503,healthy,NORMAL,,,,not_estimable,2.9657,-0.3658,-0.2300,0.0202,healthy
1095.0000,10.8915,1.5177,2.0209,-0.0294,0.0777,0.1732,-0.0179,0.0563,0.0683,97.2244,healthy,NORMAL,,,,not_estimable,3.5189,-0.1304,0.0513,0.0207,healthy
1095.5000,-13.9661,1.5351,-3.2355,-0.0214,-1.0702,0.1721,-0.0185,0.0671,0.0682,96.7001,healthy,NORMAL,,,,not_estimable,4.1761,0.0778,-0.3595,0.0194,healthy
1096.0000,-14.9872,0.8404,3.1700,0.0137,-0.2740,0.2742,0.0190,0.0615,0.0673,96.9719,healthy,NORMAL,,,,not_estimable,3.2229,0.1731,0.0817,0.0207,healthy
1096.5000,0.5521,-1.9015,-9.8875,0.0045,-0.6397,-0.6131,-0.0292,0.1300,0.0752,93.7055,healthy,NORMAL,,,,not_estimable,3.2971,-0.0862,-1.1645,0.0219,healthy
1097.0000,2.5951,-0.1472,4.5801,0.0628,1.3175,0.5593,0.0138,0.0920,0.0773,95.5045,healthy,NORMAL,,,,not_estimable,-4.7377,-0.0938,-0.4464,0.0230,healthy
1097.5000,-27.8447,-2.0208,4.0416,0.0099,0.5052,0.1555,0.0247,0.0907,0.0789,95.5680,healthy,NORMAL,,,,not_estimable,-4.5237,-0.3347,0.1146,0.0218,healthy
1098.0000,-2.7046,-0.2209,2.2502,0.0402,-0.0618,-0.1299,0.0146,0.0405,0.0741,97.9976,healthy,NORMAL,,,,not_estimable,-6.7069,-0.3205,0.3816,0.0210,healthy
1098.5000,0.2111,0.9711,6.6869,-0.0662,0.7448,-0.0318,0.0043,0.0816,0.0751,96.0024,healthy,NORMAL,,,,not_estimable,0.5716,-0.1590,1.1697,0.0191,healthy
1099.0000,-3.2272,1.4882,-5.4115,0.0076,-0.7728,0.1946,0.0142,0.0701,0.0744,96.5580,healthy,NORMAL,,,,not_estimable,-1.7530,0.0469,0.3471,0.0186,healthy
1099.5000,-12.2009,0.7093,2.3383,-0.0186,-1.1354,0.0705,0.0524,0.0746,0.0745,96.3410,healthy,NORMAL,,,,not_estimable,2.4708,0.1297,0.5960,0.0242,healthy
1100.0000,-8.0930,1.8877,0.4053,0.0362,-1.2562,0.0747,0.0007,0.0581,0.0724,97.1384,healthy,NORMAL,,,,not_estimable,2.4273,0.3494,0.5721,0.0226,healthy
1100.5000,-2.6529,0.3896,0.7323,0.0127,-1.8281,-0.0277,0.0008,0.0414,0.0685,97.9500,healthy,NORMAL,,,,not_estimable,1.3782,0.3545,0.5922,0.0207,healthy
1101.0000,1.3620,-0.3503,-3.4907,0.0788,-1.0610,0.5005,0.0426,0.0974,0.0721,95.2456,healthy,NORMAL,,,,not_estimable,1.4565,0.2664,0.0818,0.0229,healthy
1101.5000,9.0719,1.3105,1.1844,-0.0466,0.5646,0.1020,-0.0114,0.0513,0.0695,97.4660,healthy,NORMAL,,,,not_estimable,-0.7224,0.3969,0.2196,0.0196,healthy
1102.0000,16.2128,1.3597,1.0435,-0.0356,0.7304,0.3414,-0.0050,0.0664,0.0692,96.7325,healthy,NORMAL,,,,not_estimable,0.7360,0.5172,0.3226,0.0207,healthy
1102.5000,-4.4152,-0.7863,-2.0688,0.0171,-0.8681,0.6548,0.0367,0.0909,0.0719,95.5588,healthy,NORMAL,,,,not_estimable,0.2933,0.3543,0.0237,0.0217,healthy
1103.0000,-6.8423,0.5685,-0.2061,-0.0065,-2.0088,0.2889,0.0192,0.0606,0.0705,97.0131,healthy,NORMAL,,,,not_estimable,-1.8919,0.3811,-0.0050,0.0218,healthy
1103.5000,6.5648,-0.4415,-3.9435,-0.0472,-0.4048,0.0903,-0.0250,0.0596,0.0691,97.0619,healthy,NORMAL,,,,not_estimable,1.1574,0.2782,-0.4973,0.0251,healthy
1104.0000,9.1627,-3.0129,-1.1862,0.0187,0.4997,-0.5520,0.0024,0.0954,0.0724,95.3405,healthy,NORMAL,,,,not_estimable,1.7149,-0.1331,-0.5835,0.0253,healthy
1104.5000,-6.5130,0.6602,2.8825,-0.0248,0.8336,-0.1228,0.0146,0.0467,0.0692,97.6904,healthy,NORMAL,,,,not_estimable,-0.6117,-0.0340,-0.1502,0.0210,healthy
1105.0000,11.8559,-1.9418,2.9424,0.0225,0.2434,0.6363,-0.0015,0.0928,0.0721,95.4666,healthy,NORMAL,,,,not_estimable,3.4858,-0.2725,0.2364,0.0211,healthy
1105.5000,14.6938,0.4923,2.3061,-0.0850,-1.0065,0.0992,-0.0023,0.0706,0.0719,96.5326,healthy,NORMAL,,,,not_estimable,3.1282,-0.1769,0.4951,0.0212,healthy
1106.0000,19.3753,-2.3030,2.8812,-0.0147,0.7281,-0.4001,-0.0262,0.0909,0.0743,95.5574,healthy,NORMAL,,,,not_estimable,3.9219,-0.4426,0.7933,0.0195,healthy
1106.5000,26.6748,-1.0795,2.9204,0.0078,0.3946,-0.0640,0.0130,0.0700,0.0738,96.5620,healthy,NORMAL,,,,not_estimable,3.5890,-0.5222,1.0592,0.0194,healthy
1107.0000,-12.9962,-0.6504,-1.9306,0.0085,0.7396,-0.3539,0.0420,0.0729,0.0737,96.4226,healthy,NORMAL,,,,not_estimable,-0.9555,-0.5383,0.6855,0.0227,healthy
1107.5000,0.2085,1.8026,1.0186,0.0350,-0.8908,-0.1373,0.0081,0.0536,0.0711,97.3572,healthy,NORMAL,,,,not_estimable,-2.8458,-0.2457,0.7271,0.0203,healthy
1108.0000,0.1692,-0.8003,3.2603,-0.0122,0.5134,-0.1208,0.0193,0.0462,0.0680,97.7185,healthy,NORMAL,,,,not_estimable,-3.1792,-0.3150,1.0438,0.0203,healthy
1108.5000,-1.4711,-1.6125,-4.1387,0.0224,0.8684,-0.1758,-0.0175,0.0649,0.0676,96.8086,healthy,NORMAL,,,,not_estimable,1.3872,-0.4772,0.3960,0.0192,healthy
1109.0000,-9.7389,0.5465,-4.1560,-0.0035,-1.3509,0.0232,-0.0212,0.0597,0.0666,97.0595,healthy,NORMAL,,,,not_estimable,0.6639,-0.3492,-0.1730,0.0210,healthy
1109.5000,-22.2834,-0.3255,-4.3219,0.0367,-0.6156,-0.6128,-0.0157,0.0985,0.0706,95.1945,healthy,NORMAL,,,,not_estimable,1.2780,-0.3462,-0.6916,0.0213,healthy
1110.0000,1.3902,1.1858,-5.3566,-0.0769,-1.5211,0.1985,0.0061,0.0853,0.0725,95.8241,healthy,NORMAL,,,,not_estimable,-1.8068,-0.1547,-1.2748,0.0213,healthy
1110.5000,-11.5253,-1.5178,-3.1524,-0.1302,-0.8123,0.4300,0.0024,0.1091,0.0770,94.6901,healthy,NORMAL,,,,not_estimable,-2.0946,-0.3251,-1.5095,0.0213,healthy
1111.0000,1.2899,0.3163,-1.5764,0.0627,-0.1036,-0.5521,-0.0323,0.0832,0.0778,95.9264,healthy,NORMAL,,,,not_estimable,-2.5513,-0.2449,-1.5178,0.0223,healthy
1111.5000,-11.9107,3.7044,4.5369,-0.0284,-1.4476,0.3189,-0.0069,0.1095,0.0818,94.6706,healthy,NORMAL,,,,not_estimable,-5.4246,0.2487,-0.7610,0.0219,healthy
1112.0000,-16.4949,-0.3589,-1.3124,-0.0852,1.1122,0.1966,0.0010,0.0728,0.0807,96.4238,healthy,NORMAL,,,,not_estimable,-6.3665,0.1728,-0.8299,0.0158,healthy
1112.5000,3.5145,0.2801,-4.5491,-0.0080,1.1267,0.1095,0.0069,0.0532,0.0772,97.3744,healthy,NORMAL,,,,not_estimable,-5.1882,0.1862,-1.2948,0.0157,healthy
1113.0000,2.2638,-2.4916,0.4986,-0.0259,-0.1304,0.0145,0.0014,0.0585,0.0749,97.1163,healthy,NORMAL,,,,not_estimable,-4.5485,-0.1485,-1.0706,0.0134,healthy
1113.5000,8.6892,-1.2795,-0.5669,0.0185,-0.6568,0.0676,0.0177,0.0442,0.0710,97.8160,healthy,NORMAL,,,,not_estimable,-1.9234,-0.2899,-1.0077,0.0150,healthy
1114.0000,32.7880,0.6896,-2.3464,0.0246,-0.0439,0.2599,-0.0273,0.0868,0.0730,95.7551,healthy,NORMAL,,,,not_estimable,1.9751,-0.1675,-1.1750,0.0159,healthy
1114.5000,4.1593,-0.4948,-1.7657,-0.0209,1.4591,0.0656,0.0367,0.0575,0.0711,97.1637,healthy,NORMAL,,,,not_estimable,-1.0573,-0.2084,-1.2488,0.0200,healthy
1115.0000,7.2762,0.9216,3.2013,0.0464,0.6247,0.8075,-0.0403,0.1130,0.0763,94.5055,healthy,NORMAL,,,,not_estimable,2.7029,-0.0671,-0.6926,0.0236,healthy
1115.5000,-16.1634,0.6374,-4.2297,-0.0605,-1.7993,-0.1902,0.0217,0.0833,0.0772,95.9205,healthy,NORMAL,,,,not_estimable,-2.2123,0.0209,-1.1347,0.0249,healthy
1116.0000,-19.3036,-1.9770,-4.9973,-0.1175,-2.2538,0.4936,0.0270,0.1324,0.0841,93.5925,healthy,NORMAL,,,,not_estimable,-2.5086,-0.2288,-1.6175,0.0240,healthy
1116.5000,23.7424,1.5230,1.4005,0.0074,-0.9060,-0.0384,-0.0195,0.0687,0.0822,96.6235,healthy,NORMAL,,,,not_estimable,-8.5330,-0.0098,-1.2403,0.0249,healthy
1117.0000,-13.8522,-1.8640,-1.8419,-0.0129,-0.0431,-0.1186,0.0385,0.0705,0.0807,96.5383,healthy,NORMAL,,,,not_estimable,-7.1035,-0.2416,-1.3155,0.0274,healthy
1117.5000,-15.6592,-1.1474,4.6566,-0.0947,-1.7024,0.3023,-0.0028,0.0986,0.0829,95.1890,healthy,NORMAL,,,,not_estimable,-6.0953,-0.3548,-0.5690,0.0275,healthy
1118.0000,-0.5865,0.3442,-0.4629,0.0305,-0.2061,-0.0921,-0.0034,0.0242,0.0756,98.7997,healthy,NORMAL,,,,not_estimable,-5.6500,-0.2675,-0.5557,0.0276,healthy
1118.5000,-1.3529,2.3505,-0.3011,-0.0849,-1.6764,0.5222,0.0181,0.1032,0.0790,94.9701,healthy,NORMAL,,,,not_estimable,2.0607,0.0598,-0.5239,0.0277,healthy
1119.0000,-13.5376,-1.5058,2.3597,-0.0056,0.0080,-0.2241,0.0027,0.0558,0.0761,97.2461,healthy,NORMAL,,,,not_estimable,1.2872,-0.1359,-0.1634,0.0253,healthy
1119.5000,-4.5746,0.2215,-5.0165,0.0383,0.2175,0.3809,-0.0093,0.0706,0.0755,96.5296,healthy,NORMAL,,,,not_estimable,5.2228,-0.0912,-0.7701,0.0236,healthy
1120.0000,18.4406,0.2340,1.0128,0.0128,1.7042,0.1806,-0.0066,0.0587,0.0734,97.1056,healthy,NORMAL,,,,not_estimable,4.3625,-0.0506,-0.5472,0.0186,healthy
1120.5000,-12.0899,0.9860,-1.0969,0.0100,-0.1321,-0.0492,0.0042,0.0367,0.0688,98.1815,healthy,NORMAL,,,,not_estimable,5.4417,0.0790,-0.6159,0.0178,healthy
1121.0000,-20.9051,1.7760,3.0804,-0.0237,-0.3552,-0.2947,-0.0117,0.0771,0.0698,96.2205,healthy,NORMAL,,,,not_estimable,5.9856,0.2911,-0.1539,0.0166,healthy
1121.5000,14.1389,-0.6061,-1.9403,0.0084,1.3336,-0.2958,0.0110,0.0590,0.0685,97.0914,healthy,NORMAL,,,,not_estimable,4.8800,0.1790,-0.3772,0.0152,healthy
1122.0000,7.3845,1.5178,0.5305,0.0254,0.6532,-0.2549,-0.0099,0.0529,0.0665,97.3915,healthy,NORMAL,,,,not_estimable,2.8352,0.3463,-0.2637,0.0097,healthy
1122.5000,-9.3078,1.9955,-1.0769,-0.0322,0.0426,0.3323,-0.0088,0.0661,0.0665,96.7503,healthy,NORMAL,,,,not_estimable,4.1896,0.5525,-0.3654,0.0100,healthy
1123.0000,-23.7325,2.6759,1.2387,-0.0565,-0.3042,0.0137,-0.0085,0.0872,0.0691,95.7330,healthy,NORMAL,,,,not_estimable,6.0715,0.8179,-0.1649,0.0103,healthy
1123.5000,-11.1694,0.7529,-0.7534,0.0394,1.7009,0.2370,-0.0396,0.0735,0.0696,96.3906,healthy,NORMAL,,,,not_estimable,5.8330,0.8098,-0.2384,0.0135,healthy
1124.0000,-0.8206,0.2362,0.7869,0.0926,-0.7321,0.0459,-0.0056,0.0612,0.0686,96.9879,healthy,NORMAL,,,,not_estimable,8.2972,0.7381,-0.1103,0.0131,healthy
1124.5000,17.4851,-0.7119,5.2597,0.0747,-1.4773,-0.3294,0.0084,0.0938,0.0717,95.4184,healthy,NORMAL,,,,not_estimable,8.1376,0.5568,0.5610,0.0141,healthy
1125.0000,-15.5487,-2.1885,-0.8580,-0.1313,-0.1917,0.1066,0.0335,0.1087,0.0763,94.7124,healthy,NORMAL,,,,not_estimable,7.7339,0.2137,0.3836,0.0190,healthy
1125.5000,-1.2678,-0.4169,1.2082,0.0626,-0.3163,0.1841,0.0304,0.0580,0.0740,97.1427,healthy,NORMAL,,,,not_estimable,1.3982,0.1348,0.4867,0.0217,healthy
1126.0000,10.1272,0.1685,6.8594,-0.0317,1.2055,-0.5245,0.0003,0.0967,0.0769,95.2782,healthy,NORMAL,,,,not_estimable,1.8726,0.1391,1.2833,0.0213,healthy
1126.5000,-35.7190,-0.1642,1.1696,0.0900,0.1557,-0.1786,-0.0002,0.0969,0.0794,95.2714,healthy,NORMAL,,,,not_estimable,-5.4809,0.1011,1.2691,0.0210,healthy
1127.0000,15.5068,0.8966,-7.3025,-0.0519,0.9152,-0.2441,-0.0136,0.0942,0.0812,95.4012,healthy,NORMAL,,,,not_estimable,-7.4072,0.2006,0.1976,0.0212,healthy
