timestamp,res_rpm,res_cht,res_egt,res_oil_p,res_oil_t,res_fuel,res_vib,composite_score,composite_ewma,health_index,health_status,rul_est,rul_lower,rul_upper,rul_status,health_slope,res_cht_ewma,res_egt_ewma,res_vib_std_w,fault_label
432.5000,12.4655,2.0621,-0.7639,0.0530,0.7477,-0.1964,0.0508,0.0886,0.0793,95.6649,healthy,,,,not_estimable,-4.0025,0.6082,0.0944,0.0199,healthy
433.0000,-20.1326,0.5316,2.4756,0.0872,1.2654,0.1299,-0.0202,0.0831,0.0797,95.9285,healthy,,,,not_estimable,-3.8832,0.5986,0.3920,0.0211,healthy
433.5000,-6.1042,-1.2838,1.4816,0.0500,1.3805,-0.2836,0.0282,0.0707,0.0786,96.5262,healthy,,,,not_estimable,-7.0746,0.3633,0.5282,0.0217,healthy
434.0000,-8.7731,-0.3374,5.5622,-0.0416,0.3444,-0.1254,-0.0143,0.0669,0.0771,96.7107,healthy,,,,not_estimable,-4.3855,0.2757,1.1575,0.0221,healthy
434.5000,-0.6988,-1.0386,0.0188,0.0009,-1.6420,-0.1684,-0.0253,0.0537,0.0742,97.3527,healthy,,,,not_estimable,-0.8331,0.1114,1.0151,0.0243,healthy
435.0000,4.1830,0.1464,-1.2099,0.0193,0.9920,0.1421,-0.0004,0.0326,0.0690,98.3846,healthy,,,,not_estimable,-1.1421,0.1158,0.7370,0.0243,healthy
435.5000,-15.1184,0.4649,-1.5389,0.0759,-0.3925,0.3972,-0.0236,0.0795,0.0703,96.1017,healthy,,,,not_estimable,3.4607,0.1594,0.4525,0.0254,healthy
436.0000,10.8642,-0.5117,-3.1113,-0.0126,-0.5265,-0.1558,0.0071,0.0460,0.0673,97.7274,healthy,,,,not_estimable,6.3932,0.0755,0.0070,0.0248,healthy
436.5000,0.9450,-2.1816,2.4243,-0.0316,-0.9740,-0.1266,0.0197,0.0665,0.0672,96.7288,healthy,,,,not_estimable,9.4394,-0.2066,0.3092,0.0249,healthy
437.0000,-28.3792,3.1981,-3.3043,-0.0827,0.5423,0.3762,-0.0096,0.1200,0.0738,94.1761,healthy,,,,not_estimable,8.6242,0.2190,-0.1425,0.0252,healthy
437.5000,-29.3789,0.3563,2.3980,0.0437,0.9570,-0.1718,-0.0167,0.0794,0.0745,96.1092,healthy,,,,not_estimable,6.0950,0.2361,0.1751,0.0186,healthy
438.0000,-0.1848,0.6849,-0.6705,0.0105,-0.6677,-0.8577,0.0195,0.1009,0.0778,95.0801,healthy,,,,not_estimable,5.4117,0.2922,0.0694,0.0194,healthy
438.5000,-3.3145,-0.6336,-5.2897,-0.0433,0.6428,0.5451,-0.0205,0.0895,0.0793,95.6213,healthy,,,,not_estimable,0.2724,0.1765,-0.6005,0.0170,healthy
439.0000,-1.5513,-2.3430,4.4648,0.0385,1.0993,0.2905,-0.0311,0.0893,0.0805,95.6314,healthy,,,,not_estimable,1.1738,-0.1384,0.0327,0.0186,healthy
439.5000,-0.4197,-0.1250,-10.1275,-0.0170,0.3660,0.2299,0.0178,0.1041,0.0835,94.9259,healthy,,,,not_estimable,-3.4222,-0.1367,-1.2374,0.0192,healthy
440.0000,3.3834,-0.4848,-0.2453,-0.0662,0.0006,0.1009,0.0038,0.0451,0.0787,97.7711,healthy,,,,not_estimable,-8.5101,-0.1803,-1.1133,0.0193,healthy
440.5000,14.2147,1.0643,0.7019,0.0665,-0.1524,-0.0353,-0.0010,0.0572,0.0760,97.1824,healthy,,,,not_estimable,-4.3781,-0.0247,-0.8864,0.0180,healthy
441.0000,-16.6666,1.3591,-6.9181,-0.1032,-0.6562,-0.5717,-0.0187,0.1245,0.0821,93.9639,healthy,,,,not_estimable,-1.2200,0.1483,-1.6404,0.0185,healthy
441.5000,-17.5796,1.1475,1.3238,0.0072,0.7611,-0.0766,0.0132,0.0525,0.0784,97.4075,healthy,,,,not_estimable,-5.1378,0.2732,-1.2699,0.0177,healthy
442.0000,-16.3999,1.4824,-2.0094,-0.0055,1.1395,-0.0835,0.0151,0.0602,0.0761,97.0333,healthy,,,,not_estimable,-2.3283,0.4243,-1.3623,0.0185,healthy
442.5000,4.3338,2.7055,-0.7456,-0.0819,0.1316,-0.0514,-0.0391,0.0913,0.0780,95.5388,healthy,,,,not_estimable,-2.2123,0.7095,-1.2852,0.0216,healthy
443.0000,18.6742,0.5848,4.0290,0.0163,-0.4448,0.1609,0.0579,0.0887,0.0793,95.6614,healthy,,,,not_estimable,-4.7256,0.6939,-0.6209,0.0286,healthy
443.5000,-6.4701,1.6488,0.4282,-0.0347,0.4918,0.4404,-0.0279,0.0743,0.0787,96.3548,healthy,,,,not_estimable,-6.5064,0.8133,-0.4898,0.0293,healthy
444.0000,-37.5255,0.7408,-1.0517,0.0842,-0.9031,-0.0350,-0.0134,0.1000,0.0814,95.1228,healthy,,,,not_estimable,-5.9179,0.8042,-0.5600,0.0277,healthy
444.5000,-25.5599,-2.8501,-0.5114,0.0502,1.2575,-0.0740,-0.0096,0.0941,0.0830,95.4033,healthy,,,,not_estimable,-7.0610,0.3474,-0.5540,0.0272,healthy
445.0000,-12.4956,-0.2318,5.3283,0.0111,1.1414,0.4391,-0.0402,0.0916,0.0840,95.5214,healthy,,,,not_estimable,-6.2203,0.2750,0.1813,0.0296,healthy
445.5000,-8.3659,-1.3016,1.2138,-0.1246,0.4970,-0.2505,-0.0195,0.0934,0.0852,95.4391,healthy,,,,not_estimable,-2.8700,0.0780,0.3104,0.0298,healthy
446.0000,-6.1258,0.3471,-2.6513,-0.0278,-0.4282,-0.0218,-0.0122,0.0382,0.0793,98.1089,healthy,,,,not_estimable,-3.4698,0.1116,-0.0598,0.0296,healthy
446.5000,0.5787,-1.1865,-1.4650,-0.0316,-0.1916,-0.0038,-0.0077,0.0372,0.0741,98.1550,healthy,,,,not_estimable,3.7072,-0.0507,-0.2355,0.0287,healthy
447.0000,-4.6762,0.9085,-3.5702,0.0605,-1.7402,-0.2503,-0.0161,0.0747,0.0741,96.3337,healthy,,,,not_estimable,9.0021,0.0692,-0.6523,0.0274,healthy
447.5000,15.7401,1.4715,-1.3551,0.0089,-0.7660,-0.1146,0.0230,0.0588,0.0722,97.1020,healthy,,,,not_estimable,6.0808,0.2445,-0.7402,0.0278,healthy
448.0000,-10.1403,1.8054,4.8237,0.0158,0.7348,-0.1108,0.0064,0.0693,0.0719,96.5919,healthy,,,,not_estimable,7.7501,0.4396,-0.0447,0.0173,healthy
448.5000,-12.9348,2.4289,-0.4990,0.0509,-0.7732,0.2204,0.0185,0.0776,0.0726,96.1954,healthy,,,,not_estimable,6.4160,0.6883,-0.1015,0.0187,healthy
449.0000,7.1831,-2.5140,-4.0110,0.0815,2.3870,-0.0993,-0.0067,0.1010,0.0761,95.0744,healthy,,,,not_estimable,5.1547,0.2880,-0.5902,0.0186,healthy
449.5000,-23.0346,-1.7985,1.2928,0.0729,-0.4964,-0.0910,0.0134,0.0815,0.0768,96.0063,healthy,,,,not_estimable,1.8871,0.0272,-0.3548,0.0195,healthy
450.0000,5.8454,4.3917,-1.1777,0.0273,-0.9277,0.1297,0.0039,0.1041,0.0802,94.9301,healthy,,,,not_estimable,-1.0192,0.5728,-0.4577,0.0149,healthy
450.5000,1.5383,1.5143,1.6842,-0.0136,0.3371,-0.1583,0.0151,0.0462,0.0760,97.7143,healthy,,,,not_estimable,-0.5744,0.6904,-0.1899,0.0138,healthy
451.0000,-2.2116,0.3367,-0.7272,0.0217,0.3819,-0.2848,-0.0210,0.0440,0.0720,97.8253,healthy,,,,not_estimable,4.0407,0.6462,-0.2571,0.0151,healthy
451.5000,23.8241,0.0481,4.3358,-0.0016,1.3652,0.7839,0.0236,0.1161,0.0775,94.3606,healthy,,,,not_estimable,2.6518,0.5715,0.3170,0.0159,healthy
452.0000,-9.3331,-0.0853,-2.7319,0.0393,-0.2563,-0.0281,0.0037,0.0418,0.0730,97.9302,healthy,,,,not_estimable,1.1512,0.4894,-0.0641,0.0140,healthy
452.5000,30.9045,-2.9006,-3.4955,-0.0284,-0.8884,0.0561,0.0007,0.1015,0.0766,95.0515,healthy,,,,not_estimable,5.6110,0.0656,-0.4930,0.0131,healthy
453.0000,-3.3815,-1.1585,2.8128,0.0452,-0.5831,-0.0923,0.0277,0.0588,0.0744,97.1027,healthy,,,,not_estimable,2.1422,-0.0874,-0.0798,0.0148,healthy
453.5000,-19.1552,-0.1678,-6.0107,0.0023,1.2033,-0.4628,-0.0057,0.0916,0.0765,95.5224,healthy,,,,not_estimable,2.5100,-0.0974,-0.8212,0.0148,healthy
454.0000,1.0488,-1.0738,-0.5158,0.0193,1.6411,-0.1668,-0.0073,0.0486,0.0730,97.5993,healthy,,,,not_estimable,1.2224,-0.2195,-0.7830,0.0149,healthy
454.5000,-16.1437,-0.8777,2.4018,-0.0598,-0.5964,-0.3463,0.0264,0.0774,0.0736,96.2036,healthy,,,,not_estimable,1.3111,-0.3018,-0.3849,0.0162,healthy
455.0000,-11.2763,3.8381,-6.5832,-0.0137,-0.1499,0.1517,-0.0078,0.1115,0.0783,94.5760,healthy,,,,not_estimable,-0.9084,0.2157,-1.1597,0.0168,healthy
455.5000,5.9555,-0.3775,0.1939,0.0223,1.3830,0.1132,-0.0041,0.0382,0.0733,98.1090,healthy,,,,not_estimable,-5.8386,0.1416,-0.9905,0.0167,healthy
456.0000,8.3337,0.4172,-4.4878,-0.0091,0.7354,0.1625,-0.0302,0.0633,0.0721,96.8850,healthy,,,,not_estimable,-4.6975,0.1760,-1.4276,0.0184,healthy
456.5000,-9.3325,0.3638,-5.5345,-0.1173,-0.5885,-0.3068,-0.0184,0.1022,0.0758,95.0176,healthy,,,,not_estimable,-1.0778,0.1995,-1.9410,0.0179,healthy
457.0000,14.8111,0.8842,-3.1978,-0.0617,-1.1870,-0.6112,0.0201,0.0980,0.0786,95.2179,healthy,,,,not_estimable,-0.3514,0.2851,-2.0981,0.0191,healthy
457.5000,17.3626,-0.7159,-0.5502,0.0171,-0.6766,-0.6929,0.0049,0.0893,0.0799,95.6338,healthy,,,,not_estimable,-2.1664,0.1600,-1.9046,0.0192,healthy
458.0000,21.5445,1.8705,-2.1176,0.0752,0.8231,0.1082,-0.0218,0.0864,0.0807,95.7702,healthy,,,,not_estimable,-1.6112,0.3738,-1.9312,0.0177,healthy
458.5000,7.9412,0.6653,3.3212,-0.0116,-1.5194,-0.1306,-0.0118,0.0548,0.0775,97.2988,healthy,,,,not_estimable,-1.5236,0.4102,-1.2747,0.0179,healthy
459.0000,20.4514,-1.9307,0.2472,-0.0244,0.1763,-0.3953,-0.0188,0.0798,0.0778,96.0908,healthy,,,,not_estimable,0.5813,0.1176,-1.0845,0.0184,healthy
459.5000,-28.2120,-0.1613,-1.4669,0.0526,-0.3927,0.1529,0.0072,0.0725,0.0771,96.4397,healthy,,,,not_estimable,-1.7078,0.0827,-1.1323,0.0154,healthy
460.0000,-4.7686,-0.2582,-3.9297,0.0005,-0.7590,0.2489,0.0093,0.0521,0.0740,97.4271,healthy,,,,not_estimable,-1.8165,0.0401,-1.4819,0.0163,healthy
460.5000,-13.0051,-0.3272,0.6723,0.0372,-0.5139,-0.0300,-0.0122,0.0412,0.0699,97.9614,healthy,,,,not_estimable,-2.3499,-0.0058,-1.2127,0.0164,healthy
461.0000,1.7884,0.7639,6.1767,-0.0148,0.8481,-0.1871,-0.0212,0.0726,0.0702,96.4332,healthy,,,,not_estimable,2.8575,0.0904,-0.2890,0.0152,healthy
461.5000,-8.5717,0.9521,-2.1087,-0.0203,0.5056,-0.0793,-0.0335,0.0541,0.0682,97.3312,healthy,,,,not_estimable,5.6108,0.1981,-0.5165,0.0172,healthy
462.0000,-2.4924,0.7750,-1.7567,0.0411,1.0080,0.3388,0.0289,0.0647,0.0678,96.8168,healthy,,,,not_estimable,3.5899,0.2702,-0.6715,0.0189,healthy
462.5000,28.2326,0.5084,-3.1821,0.0336,-0.8405,0.3048,-0.0056,0.0811,0.0694,96.0265,healthy,,,,not_estimable,6.9149,0.3000,-0.9853,0.0184,healthy
463.0000,-2.5458,0.1285,3.5525,-0.0160,-1.7056,-0.0805,0.0111,0.0533,0.0674,97.3685,healthy,,,,not_estimable,3.6315,0.2786,-0.4181,0.0186,healthy
463.5000,6.2069,-3.2268,2.7810,-0.0562,0.1568,0.0284,-0.0213,0.0889,0.0701,95.6503,healthy,,,,not_estimable,6.3592,-0.1596,-0.0182,0.0193,healthy
464.0000,-3.4840,1.1668,-1.3388,-0.0835,-0.0405,1.3520,-0.0073,0.1629,0.0817,92.1774,healthy,,,,not_estimable,3.0993,0.0062,-0.1833,0.0187,healthy
464.5000,1.1357,0.7325,-1.7971,-0.0769,-0.5175,0.6219,-0.0232,0.0922,0.0830,95.4960,healthy,,,,not_estimable,-2.2021,0.0970,-0.3850,0.0191,healthy
465.0000,0.0903,-1.4771,-2.8316,-0.0317,-2.0071,0.0016,0.0128,0.0650,0.0808,96.8025,healthy,,,,not_estimable,-3.4807,-0.0998,-0.6908,0.0194,healthy
465.5000,6.7249,0.4209,-0.8679,0.0158,0.8343,0.4171,0.0154,0.0569,0.0778,97.1973,healthy,,,,not_estimable,-5.4756,-0.0347,-0.7130,0.0206,healthy
466.0000,17.4796,0.9719,3.0596,-0.0833,-2.9784,0.1034,0.0161,0.0990,0.0804,95.1683,healthy,,,,not_estimable,-0.5014,0.0911,-0.2414,0.0206,healthy
466.5000,24.7109,1.7569,0.1246,-0.0800,0.6839,0.4330,-0.0161,0.0981,0.0827,95.2120,healthy,,,,not_estimable,-1.1602,0.2993,-0.1956,0.0181,healthy
467.0000,4.6443,0.7655,3.8629,0.0189,0.6383,-0.2258,0.0020,0.0524,0.0789,97.4118,healthy,,,,not_estimable,-4.9724,0.3576,0.3117,0.0152,healthy
467.5000,8.8432,0.4824,-2.1605,0.0784,0.5759,0.2108,-0.0244,0.0688,0.0776,96.6174,healthy,,,,not_estimable,-4.6693,0.3732,0.0027,0.0169,healthy
468.0000,-17.2630,1.4202,-6.9382,0.0544,-0.0941,0.2956,0.0025,0.0954,0.0798,95.3405,healthy,,,,not_estimable,-5.3357,0.5041,-0.8649,0.0162,healthy
468.5000,-1.3182,-0.4598,7.8160,-0.0921,-2.3026,-0.0169,0.0154,0.1086,0.0834,94.7126,healthy,,,,not_estimable,-8.1101,0.3836,0.2202,0.0161,healthy
469.0000,14.1043,0.6180,0.6437,0.0196,-1.6344,-0.1382,-0.0079,0.0526,0.0796,97.4047,healthy,,,,not_estimable,-8.9872,0.4129,0.2731,0.0162,healthy
469.5000,12.9895,-0.9317,2.3356,0.0478,-0.8642,0.0578,-0.0031,0.0545,0.0765,97.3105,healthy,,,,not_estimable,-7.0714,0.2448,0.5309,0.0142,healthy
470.0000,3.1741,1.6654,-2.3625,-0.0248,1.8196,-0.4166,-0.0192,0.0793,0.0768,96.1132,healthy,,,,not_estimable,-4.8931,0.4224,0.1692,0.0149,healthy
470.5000,13.2959,-2.4146,-4.0876,-0.0118,0.9261,-0.1280,-0.0167,0.0791,0.0771,96.1243,healthy,,,,not_estimable,-3.0536,0.0678,-0.3629,0.0142,healthy
471.0000,7.3615,1.2251,0.4642,0.0167,-0.2112,-0.1749,-0.0164,0.0430,0.0728,97.8711,healthy,,,,not_estimable,0.0544,0.2124,-0.2595,0.0124,healthy
471.5000,18.0046,0.0266,-5.9751,0.0244,-0.6430,0.2466,-0.0144,0.0789,0.0736,96.1339,healthy,,,,not_estimable,3.5929,0.1892,-0.9739,0.0123,healthy
472.0000,4.3404,1.4481,-0.8012,0.0189,0.1029,0.1448,0.0192,0.0452,0.0700,97.7631,healthy,,,,not_estimable,5.5953,0.3466,-0.9523,0.0148,healthy
472.5000,-5.3355,-1.1708,3.0669,0.0362,0.8169,0.1840,-0.0144,0.0564,0.0683,97.2202,healthy,,,,not_estimable,9.6321,0.1569,-0.4499,0.0138,healthy
473.0000,5.0376,0.1350,1.3454,0.0108,0.2710,0.3436,-0.0005,0.0430,0.0652,97.8748,healthy,,,,not_estimable,11.0699,0.1542,-0.2255,0.0136,healthy
473.5000,-43.9589,0.0909,0.7647,-0.0313,-1.4205,-0.3447,0.0162,0.1083,0.0706,94.7278,healthy,,,,not_estimable,15.9572,0.1463,-0.1017,0.0138,healthy
474.0000,5.7433,0.6508,5.2312,-0.0223,1.4056,0.4758,0.0061,0.0829,0.0721,95.9400,healthy,,,,not_estimable,12.1027,0.2093,0.5649,0.0142,healthy
474.5000,-54.7262,-1.5713,1.1260,-0.0390,0.4517,0.2651,0.0516,0.1396,0.0805,93.2590,healthy,,,,not_estimable,3.9126,-0.0133,0.6350,0.0227,healthy
475.0000,-25.8520,0.9543,-5.7133,-0.0231,-0.5356,-0.4216,0.0135,0.0963,0.0825,95.3008,healthy,,,,not_estimable,-3.2646,0.1077,-0.1585,0.0218,healthy
475.5000,6.7765,-2.7688,-0.4472,0.0281,0.3233,0.2240,-0.0064,0.0713,0.0811,96.4962,healthy,,,,not_estimable,-4.0623,-0.2519,-0.1946,0.0209,healthy
476.0000,7.1629,-1.0018,5.7760,-0.0386,1.1848,0.1611,-0.0286,0.0800,0.0810,96.0812,healthy,,,,not_estimable,-1.7918,-0.3456,0.5517,0.0226,healthy
476.5000,-17.4364,-2.3441,-0.9283,0.0535,0.3560,0.1143,0.0237,0.0788,0.0807,96.1376,healthy,,,,not_estimable,-3.9507,-0.5954,0.3667,0.0223,healthy
477.0000,-10.6815,1.2423,5.5923,-0.0494,0.4120,-0.2881,-0.0091,0.0799,0.0806,96.0853,healthy,,,,not_estimable,-6.0947,-0.3657,1.0199,0.0226,healthy
477.5000,20.5581,0.6002,3.0709,0.0102,1.5041,-0.0124,-0.0159,0.0656,0.0787,96.7747,healthy,,,,not_estimable,-4.3274,-0.2450,1.2763,0.0227,healthy
478.0000,-7.2605,0.6841,-1.2254,0.0418,-0.6527,0.1906,-0.0187,0.0486,0.0749,97.5991,healthy,,,,not_estimable,-2.6441,-0.1288,0.9636,0.0239,healthy
478.5000,33.6438,2.2098,-3.2415,0.0224,-0.9854,0.0040,-0.0226,0.0985,0.0779,95.1926,healthy,,,,not_estimable,-1.9953,0.1635,0.4379,0.0247,healthy
479.0000,-0.0288,-0.4739,1.0197,-0.0924,-0.4695,-0.4039,-0.0047,0.0755,0.0776,96.2933,healthy,,,,not_estimable,-7.0692,0.0838,0.5107,0.0246,healthy
479.5000,6.1205,0.9144,3.8115,0.0067,0.8425,-0.1156,-0.0105,0.0508,0.0743,97.4917,healthy,,,,not_estimable,-5.2422,0.1876,0.9233,0.0160,healthy
480.0000,24.2531,0.0990,-4.7359,-0.0369,0.9581,0.0994,0.0038,0.0762,0.0745,96.2629,healthy,,,,not_estimable,-1.3385,0.1766,0.2159,0.0148,healthy
480.5000,1.9654,-0.1294,0.3612,-0.0661,0.1615,-0.0618,0.0442,0.0648,0.0733,96.8138,healthy,,,,not_estimable,-1.8425,0.1383,0.2340,0.0224,healthy
481.0000,-15.0352,1.9599,-6.1242,0.0111,-0.8471,0.5575,0.0012,0.1034,0.0770,94.9603,healthy,,,,not_estimable,-1.4083,0.3660,-0.5607,0.0207,healthy
481.5000,-1.6459,3.1228,-1.0188,-0.0624,1.7801,0.2191,0.0349,0.1000,0.0799,95.1218,healthy,,,,not_estimable,-0.9661,0.7106,-0.6180,0.0224,healthy
482.0000,-0.5342,-0.6472,-4.9642,0.0122,-1.1613,0.2074,-0.0065,0.0614,0.0776,96.9773,healthy,,,,not_estimable,-3.0134,0.5409,-1.1613,0.0223,healthy
482.5000,-20.4711,1.2506,1.6867,0.0728,-0.4581,0.0483,-0.0046,0.0716,0.0769,96.4822,healthy,,,,not_estimable,1.3897,0.6296,-0.8053,0.0216,healthy
483.0000,-3.8375,0.4787,-2.0670,0.0151,-0.7043,-0.1369,-0.0463,0.0613,0.0749,96.9829,healthy,,,,not_estimable,4.0573,0.6107,-0.9630,0.0259,healthy
483.5000,-11.1329,0.4967,3.4741,-0.0116,1.0612,0.5043,0.0243,0.0791,0.0754,96.1209,healthy,,,,not_estimable,8.9566,0.5965,-0.4084,0.0258,healthy
484.0000,13.8654,0.3708,-1.6215,-0.0080,-0.1771,-0.1153,-0.0173,0.0418,0.0712,97.9341,healthy,,,,not_estimable,6.5763,0.5683,-0.5600,0.0265,healthy
484.5000,0.5192,-0.4996,-1.8947,0.0457,1.6453,0.0179,0.0155,0.0527,0.0689,97.3986,healthy,,,,not_estimable,9.3499,0.4348,-0.7268,0.0264,healthy
485.0000,-4.2419,-5.3775,-4.8455,-0.0153,0.8008,-0.0284,-0.0495,0.1419,0.0780,93.1528,healthy,,,,not_estimable,5.7659,-0.2918,-1.2417,0.0315,healthy
485.5000,-1.5927,2.3022,1.1732,-0.0233,-0.9309,-0.4177,-0.0139,0.0762,0.0778,96.2627,healthy,,,,not_estimable,-1.9749,0.0325,-0.9398,0.0275,healthy
486.0000,3.3468,-1.0421,1.4763,-0.0466,-0.3168,0.1302,0.0023,0.0437,0.0735,97.8400,healthy,,,,not_estimable,-1.7320,-0.1018,-0.6378,0.0275,healthy
486.5000,9.2522,-0.3623,2.8192,-0.0447,-0.5339,0.2900,-0.0044,0.0563,0.0714,97.2225,healthy,,,,not_estimable,0.4706,-0.1344,-0.2057,0.0236,healthy
487.0000,-14.9957,-0.3304,1.9656,0.0447,1.3839,-0.1743,-0.0170,0.0615,0.0701,96.9725,healthy,,,,not_estimable,1.4043,-0.1589,0.0657,0.0236,healthy
487.5000,-15.6238,-1.1757,1.2038,-0.0243,0.8461,-0.0910,0.0038,0.0508,0.0677,97.4916,healthy,,,,not_estimable,1.6146,-0.2860,0.2080,0.0240,healthy
488.0000,16.5702,0.3604,1.7876,0.0278,-1.5862,-0.2484,0.0147,0.0636,0.0672,96.8716,healthy,,,,not_estimable,3.8610,-0.2052,0.4054,0.0215,healthy
488.5000,-6.1851,-0.0665,2.0905,0.0318,0.5251,0.5362,-0.0292,0.0757,0.0683,96.2837,healthy,,,,not_estimable,6.4771,-0.1879,0.6161,0.0202,healthy
489.0000,-21.2526,-1.0748,2.7230,-0.0478,-0.0628,0.1278,0.0097,0.0670,0.0681,96.7038,healthy,,,,not_estimable,3.6569,-0.2987,0.8794,0.0208,healthy
489.5000,6.6572,0.2240,-4.5827,-0.0398,-1.2753,0.3931,0.0213,0.0776,0.0693,96.1947,healthy,,,,not_estimable,3.4454,-0.2334,0.1967,0.0216,healthy
490.0000,6.9505,-0.0496,-1.3855,0.0289,-0.8268,-0.1256,0.0194,0.0410,0.0658,97.9696,healthy,,,,not_estimable,4.5579,-0.2104,-0.0011,0.0167,healthy
490.5000,-22.9607,1.3918,-4.8692,0.0070,-0.2160,0.1653,0.0003,0.0769,0.0672,96.2273,healthy,,,,not_estimable,6.6189,-0.0101,-0.6096,0.0159,healthy
491.0000,3.4422,-2.0106,0.9964,-0.0089,-2.2134,-0.4708,-0.0062,0.0848,0.0694,95.8478,healthy,,,,not_estimable,6.4289,-0.2602,-0.4089,0.0161,healthy
491.5000,11.0337,-1.2081,4.8899,0.0231,0.2213,-0.1814,0.0126,0.0659,0.0689,96.7570,healthy,,,,not_estimable,2.1822,-0.3787,0.2535,0.0164,healthy
492.0000,5.6158,1.0879,2.6890,0.0506,0.0850,0.6084,-0.0035,0.0840,0.0708,95.8869,healthy,,,,not_estimable,-0.3601,-0.1954,0.5579,0.0150,healthy
492.5000,9.4797,-0.9596,-1.8212,-0.0019,-0.2542,0.1218,0.0248,0.0463,0.0678,97.7140,healthy,,,,not_estimable,-1.1735,-0.2909,0.2605,0.0164,healthy
493.0000,-21.0640,-1.3551,1.5162,-0.0284,0.0361,-0.0992,0.0463,0.0785,0.0691,96.1489,healthy,,,,not_estimable,0.4042,-0.4239,0.4175,0.0206,healthy
493.5000,4.9656,-0.8854,1.0468,0.0059,-0.2259,-0.5525,-0.0236,0.0717,0.0694,96.4792,healthy,,,,not_estimable,0.0253,-0.4816,0.4962,0.0195,healthy
494.0000,-4.5393,-0.1515,0.6994,-0.0402,-1.1240,0.0542,0.0068,0.0379,0.0655,98.1232,healthy,,,,not_estimable,-1.2703,-0.4403,0.5216,0.0195,healthy
494.5000,-7.2419,-0.1458,-3.9100,0.0071,-0.6406,-0.1264,-0.0019,0.0456,0.0630,97.7437,healthy,,,,not_estimable,3.6234,-0.4035,-0.0324,0.0194,healthy
495.0000,13.0583,-0.3149,3.9454,0.0001,-0.7770,0.2542,-0.0402,0.0730,0.0642,96.4174,healthy,,,,not_estimable,6.8178,-0.3924,0.4648,0.0240,healthy
495.5000,22.1891,-1.5428,-3.5343,-0.0408,0.6298,-0.4361,0.0078,0.0885,0.0673,95.6727,healthy,,,,not_estimable,-0.3683,-0.5362,-0.0350,0.0240,healthy
496.0000,26.9156,1.1597,-1.1002,-0.0202,-1.0655,0.2669,-0.0028,0.0746,0.0682,96.3369,healthy,,,,not_estimable,-3.5280,-0.3242,-0.1682,0.0239,healthy
496.5000,19.7221,1.9893,2.8774,-0.0162,-0.5526,-0.1361,0.0165,0.0727,0.0688,96.4295,healthy,,,,not_estimable,-2.4539,-0.0350,0.2125,0.0241,healthy
497.0000,-1.6460,-2.8656,-1.1202,0.0367,0.0266,-0.3111,0.0179,0.0798,0.0701,96.0900,healthy,,,,not_estimable,-2.1198,-0.3889,0.0459,0.0244,healthy
497.5000,5.2908,-2.3303,0.2379,-0.0438,-1.5241,0.0554,0.0034,0.0684,0.0699,96.6381,healthy,,,,not_estimable,-2.6983,-0.6316,0.0699,0.0235,healthy
498.0000,11.5023,1.5043,0.3588,-0.0405,-0.4557,0.5451,0.0187,0.0813,0.0713,96.0180,healthy,,,,not_estimable,-1.1943,-0.3646,0.1060,0.0190,healthy
498.5000,1.8177,2.3547,0.1977,-0.0187,0.0229,0.2167,-0.0250,0.0654,0.0706,96.7822,healthy,,,,not_estimable,-1.7740,-0.0247,0.1175,0.0192,healthy
499.0000,1.9615,-3.1938,0.3452,0.0282,0.1544,0.0928,-0.0013,0.0746,0.0711,96.3406,healthy,,,,not_estimable,-2.0037,-0.4208,0.1459,0.0190,healthy
499.5000,12.3563,1.2232,0.6418,0.0364,0.3380,-0.1613,0.0234,0.0550,0.0691,97.2868,healthy,,,,not_estimable,-2.2844,-0.2153,0.2079,0.0205,healthy
500.0000,-0.8892,2.4568,0.2241,0.0131,-0.7732,0.4251,0.0168,0.0772,0.0701,96.2127,healthy,,,,not_estimable,-1.8421,0.1187,0.2099,0.0146,healthy
500.5000,-10.9393,-1.2936,-2.6865,0.0357,-1.1049,0.1043,-0.0034,0.0569,0.0684,97.1952,healthy,,,,not_estimable,-0.0751,-0.0578,-0.1521,0.0150,healthy
501.0000,-6.2171,2.3695,-4.6501,0.0581,-0.4793,-0.5924,0.0086,0.1044,0.0729,94.9128,healthy,,,,not_estimable,0.3920,0.2456,-0.7144,0.0146,healthy
501.5000,9.5087,-0.2670,2.9944,0.0079,0.1828,0.2284,-0.0162,0.0479,0.0698,97.6359,healthy,,,,not_estimable,-3.9473,0.1815,-0.2508,0.0160,healthy
502.0000,0.0449,0.4720,3.1313,-0.0401,-0.3017,0.0718,0.0308,0.0541,0.0678,97.3317,healthy,,,,not_estimable,-1.7271,0.2178,0.1720,0.0176,healthy
502.5000,5.1031,-1.0788,1.0124,-0.0039,-1.1280,-0.0369,0.0188,0.0426,0.0647,97.8937,healthy,,,,not_estimable,-1.8356,0.0557,0.2771,0.0181,healthy
503.0000,10.0512,1.5015,0.9874,-0.0681,2.2037,0.3718,0.0025,0.0859,0.0673,95.7978,healthy,,,,not_estimable,2.2205,0.2365,0.3658,0.0177,healthy
503.5000,-5.6226,1.2517,-2.7456,0.0197,-0.8015,-0.2224,0.0077,0.0525,0.0655,97.4079,healthy,,,,not_estimable,-0.3142,0.3634,-0.0231,0.0141,healthy
